Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
1,Justin Abdelkader\abdelju01,30,DET,LW,74,871,895,49.3,0.7,665,679,49.5,0.0,8.1,90.6,98.7,50.1,49.9,16:36,12:49,21,33,-4.9,197,54.3
2,Pontus Aberg\abergpo01,24,TOT,LW,53,524,610,46.2,-4.0,406,458,47.0,-3.6,9.9,94.2,104.1,56.9,43.1,12:10,11:48,12,20,-1.9,125,56.0
3,Noel Acciari\acciano01,26,BOS,C,58,561,616,47.7,-6.8,431,432,49.9,-4.3,5.4,92.2,97.5,32.0,68.0,12:52,11:24,18,9,1.1,111,58.6
4,Kenny Agostino\agostke01,25,BOS,LW,5,34,48,41.5,-8.5,28,33,45.9,-4.1,4.8,92.0,96.8,37.5,62.5,12:03,8:59,1,0,-0.4,17,64.7
5,Sebastian Aho\ahose01,20,CAR,RW,77,1239,1005,55.2,0.8,909,790,53.5,-0.1,9.5,90.1,99.6,56.8,43.2,17:54,15:12,58,53,4.9,382,51.3
6,Sebastian Aho\ahose02,21,NYI,D,22,298,334,47.2,2.2,222,268,45.3,1.0,9.2,89.9,99.2,43.4,56.6,15:31,14:26,3,12,-3.6,50,44.0
7,Mark Alt\altma01,26,TOT,D,14,158,160,49.7,-0.8,112,112,50.0,0.6,3.7,95.3,99.1,56.0,44.0,12:46,12:03,3,4,-0.7,27,37.0
8,Karl Alzner\alzneka01,29,MTL,D,81,1304,1323,49.6,-1.1,926,964,49.0,-1.8,7.3,91.6,98.8,46.3,53.7,20:07,17:04,22,89,-3.9,186,44.6
9,Michael Amadio\amadimi01,21,LAK,C,36,253,282,47.3,-2.4,192,207,48.1,-1.4,4.9,94.8,99.7,67.7,32.3,9:18,8:28,11,6,0.7,56,50.0
10,Josh Anderson\anderjo05,23,CBJ,RW,62,1060,923,53.5,3.2,811,677,54.5,3.1,6.9,91.5,98.4,58.9,41.1,18:05,15:44,40,18,0.4,315,59.0
11,Lias Andersson\anderli01,19,NYR,C,6,55,84,39.6,-6.0,39,71,35.5,-9.8,13.8,94.3,108.1,45.5,54.5,11:23,10:57,4,0,-3.3,8,37.5
12,Rasmus Andersson\anderra01,21,CGY,D,9,131,102,56.2,1.7,107,84,56.0,-1.0,4.2,90.9,95.1,59.7,40.3,14:53,12:41,0,3,1.2,18,38.9
13,Andy Andreoff\andrean01,26,LAK,LW,45,349,417,45.6,-4.4,259,313,45.3,-4.3,6.1,92.7,98.8,54.7,45.3,9:23,9:21,3,7,-4.3,83,56.6
14,Sven Andrighetto\andrisv01,24,COL,RW,49,559,564,49.8,2.8,386,440,46.7,-0.3,7.8,89.1,96.9,50.5,49.5,14:32,11:54,21,15,-5.9,193,56.5
15,Artem Anisimov\anisiar01,29,CHI,C,70,912,912,50.0,-3.4,643,694,48.1,-4.1,7.0,91.5,98.5,53.1,46.9,16:49,12:36,18,26,-6.9,224,57.6
16,Victor Antipin\antipvi01,25,BUF,D,47,552,587,48.5,0.6,402,445,47.5,-0.7,6.3,92.1,98.4,55.2,44.8,15:17,14:07,4,13,-2.9,79,50.6
17,Darren Archibald\archida02,27,VAN,RW,26,244,325,42.9,-6.9,183,237,43.6,-6.8,6.5,93.1,99.6,19.5,80.5,14:50,11:55,5,1,-6.0,52,50.0
18,Josh Archibald\archijo01,25,TOT,RW,41,393,443,47.0,-1.9,276,332,45.4,-1.9,8.5,92.2,100.7,46.2,53.8,12:01,10:57,7,4,-4.6,85,49.4
19,Joel Armia\armiajo01,24,WPG,RW,78,738,694,51.5,0.4,544,508,51.7,0.2,8.3,92.2,100.5,40.3,59.7,12:35,9:57,46,16,2.3,218,58.3
20,Viktor Arvidsson\arvidvi01,24,NSH,LW,78,1158,1107,51.1,-0.1,860,843,50.5,-1.0,10.9,92.3,103.2,55.0,45.0,17:45,13:55,31,35,-10.2,425,58.1
21,Zach Aston-Reese\astonza01,23,PIT,C,15,142,136,51.1,-0.9,103,102,50.2,-1.1,8.9,93.6,102.5,41.2,58.8,11:11,9:56,3,4,-0.6,32,65.6
22,Andreas Athanasiou\athanan01,23,DET,LW,70,862,896,49.0,0.7,643,694,48.1,-1.6,8.0,89.8,97.8,53.2,46.8,15:18,13:10,37,36,-3.2,310,51.9
23,Cam Atkinson\atkinca01,28,CBJ,RW,65,1007,927,52.1,0.5,764,688,52.6,-0.1,10.1,93.0,103.1,53.6,46.4,18:54,14:42,31,19,4.3,380,60.8
24,Justin Auger\augerju01,23,LAK,RW,2,10,21,32.3,-20.5,9,15,37.5,-16.6,0.0,90.9,90.9,50.0,50.0,7:60,7:60,0,0,-0.8,3,33.3
25,Yohann Auvitu\auvityo01,28,EDM,D,33,456,419,52.1,-0.9,346,311,52.7,-1.1,10.6,91.4,102.0,60.8,39.2,13:33,13:04,8,17,1.0,128,53.9
26,David Backes\backeda01,33,BOS,RW,55,766,613,55.5,2.8,582,443,56.8,4.4,7.7,90.2,97.9,47.3,52.7,15:22,13:07,31,20,7.2,230,66.1
27,Mikael Backlund\backlmi01,28,CGY,C,81,1352,1048,56.3,4.2,1024,823,55.4,3.4,6.2,88.2,94.4,46.5,53.5,19:03,14:30,77,47,4.1,367,57.5
28,Nicklas Backstrom\backsni02,30,WSH,C,80,1222,1181,50.9,4.2,905,911,49.8,3.7,9.5,92.3,101.7,51.1,48.9,19:40,15:13,43,57,-1.9,276,58.7
29,Sven Baertschi\baertsv01,25,VAN,LW,53,631,711,47.0,-0.6,461,529,46.6,-0.5,10.3,92.0,102.3,54.3,45.7,15:36,13:33,19,17,-7.8,144,57.6
30,Josh Bailey\bailejo01,28,NYI,RW,75,1043,1193,46.6,-1.4,756,925,45.0,-2.8,10.2,89.7,99.9,50.9,49.1,17:51,14:26,45,62,-13.8,263,56.7
31,Justin Bailey\baileju01,22,BUF,RW,12,95,122,43.8,-8.6,70,99,41.4,-10.2,9.6,90.5,100.2,59.4,40.6,11:17,10:13,4,2,-0.7,30,63.3
32,Chase Balisy\balisch01,25,FLA,C,8,59,57,50.9,2.9,46,41,52.9,3.7,0.0,93.1,93.1,53.3,46.7,9:49,8:18,5,2,-0.5,13,46.2
33,Nicholas Baptiste\baptini01,22,BUF,RW,31,226,264,46.1,-1.8,171,196,46.6,-1.4,5.6,92.9,98.5,51.7,48.3,9:58,9:04,3,8,-3.8,66,65.2
34,Ivan Barbashev\barbaiv01,22,STL,C,51,543,539,50.2,-1.9,398,382,51.0,-2.5,6.9,93.2,100.1,53.9,46.1,12:11,11:52,20,12,-0.8,98,42.9
35,Mark Barberio\barbema01,27,COL,D,45,627,645,49.3,1.7,445,468,48.7,1.6,7.8,92.9,100.7,37.8,62.2,17:13,14:48,7,16,-1.1,120,42.5
36,Aleksander Barkov\barkoal01,22,FLA,C,79,1395,1294,51.9,3.5,1088,983,52.5,3.5,10.0,89.8,99.7,40.4,59.6,22:04,16:48,82,63,7.5,376,68.1
37,Tyson Barrie\barrity01,26,COL,D,67,1211,1315,47.9,1.6,857,992,46.3,0.6,9.8,90.4,100.2,61.9,38.1,22:44,18:49,20,38,-14.2,368,47.3
38,Matt Bartkowski\bartkma01,29,CGY,D,17,185,209,47.0,-6.4,133,164,44.8,-7.6,5.4,91.8,97.3,51.8,48.2,12:58,12:07,1,17,-1.5,36,55.6
39,Mathew Barzal\barzama01,20,NYI,C,81,1283,1125,53.3,8.1,943,855,52.4,8.0,9.8,89.7,99.5,53.5,46.5,17:46,14:29,65,88,8.7,260,65.4
40,Jay Beagle\beaglja01,32,WSH,RW,79,529,821,39.2,-10.8,390,602,39.3,-9.7,10.8,93.2,104.0,25.2,74.8,12:27,9:54,25,10,-10.9,120,54.2
41,Ethan Bear\bearet01,20,EDM,D,17,268,323,45.3,-2.1,192,244,44.0,-4.3,5.1,90.7,95.7,60.6,39.4,18:34,16:31,5,18,-5.1,43,44.2
42,Francois Beauchemin\beaucfr01,37,ANA,D,65,948,1040,47.7,-2.4,709,768,48.0,-1.8,9.6,93.1,102.7,53.1,46.9,17:17,15:04,11,46,-9.0,180,50.0
43,Nathan Beaulieu\beaulna01,25,BUF,D,57,749,816,47.9,0.5,589,625,48.5,2.0,5.9,90.4,96.3,50.7,49.3,16:02,14:45,6,30,-6.1,140,43.6
44,Anthony Beauvillier\beauvan01,20,NYI,LW,70,935,958,49.4,2.4,702,728,49.1,2.7,9.7,91.3,101.0,49.2,50.8,14:33,12:44,26,20,0.5,215,60.0
45,Matt Beleskey\belesma01,29,BOS,LW,14,120,111,51.9,-1.4,100,89,52.9,1.2,1.5,86.0,87.5,63.9,36.1,10:51,9:25,5,2,0.7,36,47.2
46,Pierre-Edouard Bellemare\bellepi01,32,VEG,LW,72,717,658,52.1,1.2,542,454,54.4,3.7,7.5,93.6,101.1,46.0,54.0,12:19,9:57,49,25,2.0,164,56.1
47,Jamie Benn\bennja01,28,DAL,LW,80,1295,1164,52.7,1.7,943,844,52.8,1.6,10.9,91.7,102.6,51.8,48.2,19:50,15:21,60,65,17.1,383,61.6
48,Jordie Benn\bennjo01,30,MTL,D,76,1266,1275,49.8,-0.7,918,909,50.2,0.2,5.9,93.0,98.9,48.4,51.6,18:57,16:38,20,74,2.9,214,48.6
49,Beau Bennett\bennebe01,26,STL,RW,6,64,56,53.3,1.0,51,48,51.5,-2.7,0.0,93.9,93.9,32.1,67.9,10:48,10:00,2,0,-0.4,14,42.9
50,Sam Bennett\bennesa01,21,CGY,C,81,1072,963,52.7,-0.9,783,718,52.2,-1.2,5.5,90.9,96.4,59.4,40.6,14:22,12:17,54,30,1.6,290,53.4
51,Matt Benning\bennima01,23,EDM,D,72,1172,1103,51.5,1.5,885,836,51.4,0.6,8.7,91.8,100.5,56.5,43.5,17:18,15:42,18,59,4.4,234,47.0
52,Patrice Bergeron\bergepa01,32,BOS,C,62,1014,758,57.2,5.9,736,588,55.6,3.5,10.5,93.2,103.7,58.9,41.1,19:25,14:35,52,39,4.7,381,56.2
53,Patrik Berglund\berglpa01,29,STL,C,55,701,627,52.8,1.2,517,449,53.5,1.0,6.4,91.0,97.3,43.1,56.9,16:08,13:27,21,11,-4.8,172,61.0
54,Steve Bernier\bernist01,32,NYI,RW,4,23,41,35.9,-13.1,17,33,34.0,-14.7,0.0,90.5,90.5,56.0,44.0,10:03,8:45,0,0,-0.9,6,66.7
55,Christoph Bertschy\bertsch02,23,MIN,C,1,2,7,22.2,-16.9,2,7,22.2,-15.3,50.0,100.0,150.0,0.0,100.0,5:23,5:20,0,1,-0.4,0,
56,Tyler Bertuzzi\bertuty01,22,DET,LW,47,528,603,46.7,-2.5,405,436,48.2,-1.3,9.0,89.5,98.5,44.3,55.7,14:23,12:50,12,13,0.7,145,55.9
57,Alex Biega\biegaal01,29,VAN,D,43,582,566,50.7,3.3,448,428,51.1,4.4,6.0,94.2,100.1,50.3,49.7,14:59,14:08,9,18,2.2,147,52.4
58,Kevin Bieksa\biekske01,36,ANA,D,59,789,993,44.3,-6.0,588,752,43.9,-6.8,5.7,92.6,98.2,46.0,54.0,18:01,15:33,12,41,-4.9,147,44.9
59,Chris Bigras\bigrach01,22,COL,D,15,130,180,41.9,-8.5,93,131,41.5,-8.4,4.5,93.3,97.8,58.4,41.6,13:52,11:50,1,8,-2.3,23,34.8
60,Anthony Bitetto\bitetan01,27,NSH,D,32,359,452,44.3,-6.3,275,325,45.8,-4.5,7.1,94.1,101.2,53.3,46.7,13:27,13:13,7,16,-0.9,54,46.3
61,Anders Bjork\bjorkan01,21,BOS,LW,30,350,298,54.0,0.5,249,226,52.4,-1.0,8.9,92.1,101.1,68.9,31.1,12:21,11:14,16,11,2.5,74,40.5
62,Oliver Bjorkstrand\bjorkol01,22,CBJ,RW,81,1024,962,51.6,0.2,795,710,52.8,0.5,8.0,92.7,100.7,54.9,45.1,14:19,12:30,26,24,1.2,287,56.1
63,Nick Bjugstad\bjugsni01,25,FLA,C,80,1165,1055,52.5,3.9,913,814,52.9,3.5,8.9,91.1,100.0,48.1,51.9,15:09,13:30,52,48,3.7,354,64.1
64,Samuel Blais\blaissa01,21,STL,LW,11,73,99,42.4,-13.0,57,71,44.5,-11.2,10.3,95.9,106.2,32.6,67.4,10:46,9:26,1,5,-1.0,20,45.0
65,Joseph Blandisi\blandjo01,23,ANA,LW,3,25,25,50.0,3.5,21,17,55.3,10.2,11.8,100.0,111.8,43.8,56.3,11:41,11:36,1,0,-0.4,4,100.0
66,Anton Blidh\blidhan01,22,BOS,LW,1,4,4,50.0,-10.3,2,2,50.0,-13.2,0.0,100.0,100.0,25.0,75.0,10:23,10:23,0,0,0.0,0,
67,Mike Blunden\blundmi01,31,OTT,RW,1,5,6,45.5,3.4,4,5,44.4,1.2,0.0,100.0,100.0,0.0,100.0,6:31,6:31,0,0,0.2,1,100.0
68,Mikkel Boedker\boedkmi01,28,SJS,LW,73,813,919,46.9,-4.9,600,652,47.9,-5.2,8.5,92.5,101.0,47.4,52.6,13:22,11:56,28,26,-3.5,194,59.8
69,Brock Boeser\boesebr01,20,VAN,RW,62,844,902,48.3,0.5,627,683,47.9,0.3,9.6,90.2,99.8,62.5,37.5,17:30,14:32,26,28,-3.2,341,52.5
70,Zach Bogosian\bogosza01,27,BUF,D,18,274,284,49.1,3.0,217,211,50.7,4.7,3.1,91.9,95.1,42.7,57.3,19:09,17:14,3,9,0.1,48,60.4
71,Jared Boll\bollja01,31,ANA,RW,10,34,39,46.6,-2.5,26,27,49.1,-1.2,9.1,90.9,100.0,60.0,40.0,4:26,4:22,0,0,-0.5,5,80.0
72,Nick Bonino\boninni01,29,NSH,C,70,816,907,47.4,-5.1,605,668,47.5,-5.1,9.0,92.4,101.4,36.5,63.5,15:41,12:54,64,33,-5.2,143,58.0
73,David Booth\boothda01,33,DET,LW,27,124,184,40.3,-9.1,99,136,42.1,-7.9,5.4,92.5,97.9,60.4,39.6,6:45,6:35,0,8,-3.3,46,67.4
74,Andreas Borgman\borgman01,22,TOR,D,48,635,626,50.4,0.1,454,482,48.5,-0.8,10.5,91.7,102.2,56.0,44.0,13:41,13:23,13,36,3.2,117,39.3
75,Henrik Borgström\borgshe01,20,FLA,C,2,15,20,42.9,-5.9,11,17,39.3,-11.5,0.0,91.7,91.7,29.4,70.6,13:15,11:49,1,2,0.0,7,42.9
76,Mark Borowiecki\borowma01,28,OTT,D,50,599,687,46.6,0.3,464,477,49.3,3.3,7.8,90.7,98.5,40.4,59.6,14:25,13:22,11,16,2.8,129,49.6
77,Robert Bortuzzo\borturo01,28,STL,D,70,920,858,51.7,-0.3,662,607,52.2,-1.1,7.4,93.4,100.8,51.6,48.4,14:45,13:22,5,17,2.0,159,47.2
78,Reid Boucher\bouchre01,24,VAN,C,20,214,201,51.6,2.6,173,147,54.1,4.7,4.0,86.0,90.0,42.0,58.0,11:23,10:13,8,4,-0.5,56,66.1
79,Lance Bouma\boumala01,27,CHI,LW,53,475,462,50.7,-4.1,347,328,51.4,-0.9,6.7,93.1,99.7,44.5,55.5,10:39,9:28,5,8,4.7,84,66.7
80,Michael Bournival\bournmi01,25,TBL,LW,5,34,54,38.6,-9.8,24,39,38.1,-10.9,0.0,100.0,100.0,33.3,66.7,9:21,9:21,1,0,-0.6,7,71.4
81,Gabriel Bourque\bourqga01,27,COL,LW,57,370,572,39.3,-9.4,265,415,39.0,-9.0,6.6,93.7,100.3,40.1,59.9,10:56,8:59,12,2,-4.4,82,51.2
82,Jay Bouwmeester\bouwmja01,34,STL,D,35,558,593,48.5,-5.4,420,428,49.5,-5.2,8.0,93.5,101.5,44.1,55.9,20:08,17:57,5,14,-4.5,101,44.6
83,Madison Bowey\boweyma01,22,WSH,D,51,557,685,44.8,-3.9,405,521,43.7,-3.7,7.4,92.9,100.4,54.6,45.4,13:43,13:24,11,38,-11.3,104,45.2
84,Johnny Boychuk\boychjo01,34,NYI,D,58,922,1053,46.7,-2.5,684,783,46.6,-1.8,9.7,90.2,99.9,47.9,52.1,20:12,17:03,15,46,-11.4,282,50.0
85,Travis Boyd\boydtr01,24,WSH,C,8,63,83,43.2,-4.7,49,58,45.8,-3.2,11.5,97.6,109.1,57.9,42.1,8:50,8:49,0,0,-2.0,5,40.0
86,Brian Boyle\boylebr01,33,NJD,C,68,710,726,49.4,0.9,550,538,50.6,1.6,6.8,90.9,97.6,46.6,53.4,13:19,10:51,17,18,5.5,191,61.3
87,Tyler Bozak\bozakty01,31,TOR,C,80,1151,1016,53.1,4.2,841,790,51.6,3.7,8.3,93.2,101.5,57.0,43.0,15:37,13:21,36,42,10.1,250,60.8
88,Derick Brassard\brassde01,30,TOT,C,72,1120,1094,50.6,3.1,811,815,49.9,1.2,10.2,89.3,99.5,54.3,45.7,17:44,15:02,42,40,5.2,316,62.0
89,Jesper Bratt\brattje01,19,NJD,LW,73,778,888,46.7,-2.0,592,688,46.3,-3.5,7.4,90.2,97.6,51.4,48.6,15:15,12:01,25,30,0.1,172,57.0
90,Justin Braun\braunju01,30,SJS,D,80,1307,1559,45.6,-8.5,966,1075,47.3,-7.1,9.7,91.9,101.6,38.0,62.0,21:22,18:28,31,35,-6.8,249,45.8
91,Connor Brickley\brickco01,25,FLA,LW,43,422,477,46.9,-3.9,330,342,49.1,-2.2,5.7,92.6,98.3,49.1,50.9,11:58,10:54,9,17,-2.0,97,63.9
92,Daniel Brickley\brickda01,22,LAK,D,1,8,7,53.3,6.0,4,4,50.0,2.7,50.0,100.0,150.0,66.7,33.3,10:48,10:48,0,0,0.3,1,0.0
93,Alex Broadhurst\broadal01,24,CBJ,C,1,8,2,80.0,22.7,5,1,83.3,22.1,0.0,,,66.7,33.3,5:18,5:18,1,0,0.2,0,
94,T.J. Brodie\broditj01,27,CGY,D,73,1401,1358,50.8,-3.6,1046,1040,50.1,-3.8,7.8,91.0,98.8,50.1,49.9,23:41,19:04,48,68,0.3,260,45.4
95,Jonas Brodin\brodijo01,24,MIN,D,72,1096,1305,45.6,-2.3,852,956,47.1,-1.4,11.8,91.9,103.7,46.8,53.3,21:36,18:24,15,21,1.9,158,48.1
96,Kyle Brodziak\brodzky01,33,STL,C,79,818,907,47.4,-5.7,619,619,50.0,-3.9,8.4,93.1,101.4,30.1,69.9,13:22,11:34,50,17,0.2,171,63.7
97,Jonny Brodzinski\brodzjo01,24,LAK,C,34,259,309,45.6,-4.5,186,229,44.8,-5.0,9.4,95.6,105.0,54.0,46.0,9:34,9:18,5,5,-2.9,84,58.3
98,Troy Brouwer\brouwtr01,32,CGY,RW,75,789,788,50.0,-4.4,594,582,50.5,-3.5,5.8,92.4,98.2,40.8,59.2,13:54,10:35,28,30,-4.1,167,45.5
99,Connor Brown\brownco02,24,TOR,RW,81,911,954,48.8,-1.6,679,720,48.5,-0.5,9.8,90.7,100.5,52.6,47.4,14:60,11:55,44,25,0.9,200,58.0
100,Dustin Brown\browndu01,33,LAK,RW,80,1209,1072,53.0,4.4,901,805,52.8,4.3,11.9,91.9,103.8,49.8,50.2,19:49,15:13,40,53,6.5,359,61.3
101,J.T. Brown\brownjt01,27,TOT,RW,46,372,359,50.9,-2.2,296,271,52.2,-0.6,4.3,92.2,96.4,46.9,53.1,9:06,8:50,11,11,0.8,78,51.3
102,Logan Brown\brownlo01,19,OTT,C,4,21,21,50.0,6.4,16,15,51.6,7.2,15.4,85.7,101.1,60.0,40.0,8:08,5:47,2,4,0.1,7,57.1
103,Pavel Buchnevich\buchnpa01,22,NYR,RW,73,874,918,48.8,3.7,655,711,48.0,2.3,7.5,92.7,100.3,57.5,42.5,15:03,12:17,39,43,-3.6,264,51.1
104,Andre Burakovsky\burakan01,22,WSH,LW,55,697,619,53.0,5.5,487,466,51.1,3.6,8.6,91.8,100.4,54.4,45.6,13:47,12:34,23,32,-1.3,168,49.4
105,Erik Burgdoerfer\burgder01,29,OTT,D,2,21,28,42.9,2.9,18,21,46.2,6.2,13.3,100.0,113.3,36.4,63.6,13:25,13:25,0,0,0.6,2,100.0
106,Alexander Burmistrov\burmial01,26,VAN,C,24,215,229,48.4,-2.0,162,188,46.3,-3.6,5.5,92.0,97.5,45.7,54.3,11:59,10:39,5,4,-4.4,38,47.4
107,Brent Burns\burnsbr01,32,SJS,D,81,1863,1567,54.3,5.7,1324,1133,53.9,3.5,6.6,90.3,96.9,61.2,38.8,25:11,19:52,75,124,4.3,601,54.6
108,Alexandre Burrows\burroal01,36,OTT,RW,69,533,636,45.6,-1.7,397,443,47.3,-0.4,6.4,92.4,98.8,49.1,50.9,11:38,9:25,7,14,-3.0,147,57.1
109,Will Butcher\butchwi01,23,NJD,D,80,1105,954,53.7,7.0,866,719,54.6,7.5,8.2,91.0,99.2,62.0,38.0,16:02,13:12,20,36,11.2,238,37.0
110,Chris Butler\butlech01,31,STL,D,4,54,45,54.5,-3.4,36,34,51.4,-5.9,9.1,89.3,98.4,50.0,50.0,11:35,11:33,0,1,-0.6,3,66.7
111,Dustin Byfuglien\byfugdu01,32,WPG,D,68,1306,1235,51.4,1.2,993,934,51.5,1.4,9.8,92.2,102.0,51.1,48.9,24:21,20:01,32,78,5.3,364,51.6
112,Paul Byron\byronpa01,28,MTL,LW,81,1049,1027,50.5,0.2,772,757,50.5,0.4,7.8,91.1,98.8,49.1,50.9,16:05,13:03,44,35,4.2,202,56.9
113,Drake Caggiula\caggidr01,23,EDM,LW,66,718,806,47.1,-3.9,526,586,47.3,-4.1,7.2,90.7,97.9,52.4,47.6,13:31,11:44,26,27,-1.6,178,57.3
114,Ryan Callahan\callary01,32,TBL,RW,65,691,668,50.8,-0.2,517,499,50.9,0.0,6.4,92.2,98.7,47.6,52.4,13:18,10:59,25,15,1.3,173,57.8
115,Matt Calvert\calvema01,28,CBJ,LW,68,709,768,48.0,-4.6,540,568,48.7,-4.6,7.4,90.1,97.5,39.9,60.1,13:21,11:29,26,13,-4.6,166,63.3
116,Mike Cammalleri\cammami01,35,TOT,LW,65,711,785,47.5,-2.3,536,560,48.9,-1.5,8.4,91.2,99.6,48.9,51.1,13:46,12:05,22,36,-3.5,213,58.2
117,Kyle Capobianco\capobky01,20,ARI,D,1,9,17,34.6,-16.1,6,15,28.6,-19.6,25.0,83.3,108.3,44.4,55.6,13:33,13:32,1,1,-0.9,1,0.0
118,Paul Carey\careypa01,29,NYR,C,60,429,630,40.5,-5.5,315,477,39.8,-6.8,7.2,91.3,98.5,45.9,54.1,10:16,9:45,21,31,-8.2,93,54.8
119,Brandon Carlo\carlobr01,21,BOS,D,76,1190,1119,51.5,-2.1,880,855,50.7,-3.3,8.4,92.3,100.7,54.1,45.9,19:14,16:20,26,45,8.5,144,52.8
120,John Carlson\carlsjo01,28,WSH,D,81,1487,1546,49.0,1.6,1068,1171,47.7,0.6,10.0,90.9,100.9,48.0,52.0,24:49,18:27,55,95,-7.1,448,52.5
121,Gabriel Carlsson\carlsga01,21,CBJ,D,14,155,169,47.8,-2.7,116,125,48.1,-4.6,5.6,94.3,99.9,55.1,44.9,11:20,11:05,2,4,0.2,26,69.2
122,Ryan Carpenter\carpery01,27,TOT,C,51,537,535,50.1,-2.4,400,410,49.4,-3.1,8.3,91.6,99.8,45.5,54.5,12:33,10:43,17,16,0.2,132,64.4
123,Daniel Carr\carrda01,26,MTL,LW,37,377,382,49.7,-0.1,268,274,49.4,0.8,8.5,92.3,100.8,44.4,55.6,12:05,10:54,12,11,2.4,102,50.0
124,Connor Carrick\carrico01,23,TOR,D,47,675,608,52.6,3.2,492,465,51.4,2.9,8.7,92.0,100.7,58.8,41.2,15:08,14:37,10,21,7.6,138,39.9
125,Trevor Carrick\carritr01,23,CAR,D,1,6,6,50.0,18.1,5,5,50.0,25.0,0.0,100.0,100.0,75.0,25.0,7:32,7:32,0,0,-0.4,1,100.0
126,William Carrier\carriwi01,23,VEG,LW,36,325,296,52.3,0.6,254,228,52.7,0.8,4.5,93.6,98.1,54.5,45.5,8:49,8:38,14,6,0.1,91,56.0
127,Jeff Carter\carteje01,33,LAK,C,26,348,370,48.5,-2.1,273,272,50.1,-1.0,9.7,90.5,100.2,51.4,48.6,17:44,13:09,7,8,0.9,142,57.7
128,Daniel Catenacci\catenda01,24,NYR,C,1,7,19,26.9,-16.5,7,15,31.8,-11.8,0.0,90.9,90.9,33.3,66.7,11:03,11:03,0,0,-0.5,1,100.0
129,Colby Cave\caveco01,23,BOS,C,3,25,26,49.0,-0.2,20,17,54.1,6.7,0.0,100.0,100.0,52.6,47.4,11:27,10:18,1,0,0.2,4,50.0
130,Cody Ceci\cecico01,24,OTT,D,80,1408,1830,43.5,-6.5,1042,1314,44.2,-5.8,8.1,90.8,98.9,41.3,58.7,23:14,19:50,17,38,-13.6,303,46.2
131,Peter Cehlarik\cehlape01,22,BOS,LW,6,70,82,46.1,-4.7,60,59,50.4,-0.8,8.2,95.7,103.8,68.4,31.6,13:56,11:55,0,1,-0.1,6,50.0
132,Thomas Chabot\chaboth01,21,OTT,D,61,931,964,49.1,3.6,669,725,48.0,1.5,8.9,90.2,99.1,62.1,37.9,17:18,15:14,25,36,-2.2,172,51.2
133,Michael Chaput\chapumi01,25,VAN,C,9,54,70,43.5,-2.1,45,54,45.5,-0.6,6.5,86.5,92.9,6.3,93.8,9:47,8:35,2,0,-0.7,8,25.0
134,Zdeno Chara\charazd01,40,BOS,D,71,1329,1206,52.4,-1.3,1017,910,52.8,-0.7,9.8,92.0,101.8,48.2,51.8,22:54,18:46,41,73,10.4,315,44.4
135,Ben Chiarot\chiarbe01,26,WPG,D,56,735,732,50.1,-3.4,554,546,50.4,-3.4,9.9,94.1,104.0,53.2,46.8,15:14,13:51,10,33,0.0,130,43.1
136,Alex Chiasson\chiasal01,27,WSH,RW,60,453,571,44.2,-4.2,322,437,42.4,-5.2,11.5,90.9,102.3,46.2,53.8,11:47,9:28,29,16,-5.9,92,64.1
137,Jason Chimera\chimeja01,38,TOT,LW,73,586,776,43.0,-6.2,438,581,43.0,-5.3,7.1,91.7,98.8,38.7,61.3,10:22,9:42,12,24,-11.5,130,59.2
138,Filip Chlapik\chlapfi01,20,OTT,C,18,147,151,49.3,2.0,107,106,50.2,3.5,5.3,92.6,97.9,64.8,35.2,9:50,9:05,9,3,0.5,34,58.8
139,Taylor Chorney\chornta01,30,WSH,D,24,201,264,43.2,-6.2,151,199,43.1,-4.9,12.3,94.5,106.8,57.0,43.0,12:59,11:18,4,11,-0.8,33,42.4
140,Jakob Chychrun\chychja01,19,ARI,D,50,855,941,47.6,-1.3,626,708,46.9,0.0,8.3,93.3,101.6,55.5,44.5,20:14,18:01,19,27,-2.3,235,43.4
141,Filip Chytil\chytifi01,18,NYR,C,8,80,115,41.0,-6.2,63,88,41.7,-4.6,7.5,92.5,100.0,50.0,50.0,13:08,12:49,1,3,-2.3,28,71.4
142,Anthony Cirelli\cirelan01,20,TBL,C,16,173,155,52.7,-0.1,128,120,51.6,-1.1,10.6,95.7,106.3,50.9,49.1,13:00,11:32,7,4,0.5,33,57.6
143,Casey Cizikas\cizikca01,26,NYI,C,64,550,718,43.4,-5.9,390,532,42.3,-5.9,9.3,89.5,98.8,25.6,74.4,13:12,10:43,33,23,-8.5,123,60.2
144,Fredrik Claesson\claesfr01,25,OTT,D,62,719,817,46.8,-0.9,523,580,47.4,-0.8,7.4,92.0,99.4,51.4,48.6,15:10,13:52,11,32,-5.3,124,47.6
145,Adam Clendening\clendad01,25,ARI,D,5,78,89,46.7,-4.8,61,66,48.0,-2.0,9.1,89.4,98.5,45.5,54.5,15:56,15:27,2,4,-1.2,11,36.4
146,Kyle Clifford\cliffky01,27,LAK,LW,49,466,434,51.8,1.8,361,319,53.1,3.3,4.5,93.2,97.7,44.5,55.5,10:32,10:21,8,6,3.0,132,60.6
